Unité	F	f_Gilblas	score_Gilblas	f_LettresPersanes	score_LettresPersanes	f_Cleveland	score_Cleveland	f_ManonLescaut	score_ManonLescaut	f_Sethos	score_Sethos	f_Marquise	score_Marquise	f_Cabinet	score_Cabinet	f_Marianne	score_Marianne	f_Paysanne	score_Paysanne	f_Egarements	score_Egarements	f_MMeLuz	score_MMeLuz	f_Grecque	score_Grecque	f_Confessions	score_Confessions	f_Candide	score_Candide
deMonmouth	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
lénitif	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
représenta-t	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
opérent	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
quelqueorage	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
lesrichesses	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
acqueroit	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
extenuerai	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
diette	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Henarès	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
crainterefroidit	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
tremblerent	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
délicieux-dont	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
reçudu	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Sanaissance	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
apoticaire	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
minuttoit	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
réportant	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
expérienceet	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
auxfoiblesses	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
souventla	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
laquelleil	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
quelquesplaintes	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
enétois	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
exprimantle	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
va-t'il	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
opéron	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
serrantde	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
negotiation	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
coupà	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
meconseilloit	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
câché	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
faitmystere	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
papierde	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
àmesure	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
puissez	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Sacré-Collège	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
lancette	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
collégue	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Penseroit	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
princesseen	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
générositez	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
letitre	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
excluoient	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
cardinalat	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
plusieurscavaliers	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
tenoientderriere	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
avecle	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
regleroit	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Ordonez	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
mourrir	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
desirant	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
préfereroit	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
conversationparticuliere	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Hesiôpolis	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
troubleoù	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
abdication	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
voixentrecoupée	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
mainset	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
reconcilieravec	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
desespérées	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
reveillé	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Sethosvous	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
vrayment	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
largement	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
exposepoint	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
perissoient	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
retournérent	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
très-jeunes	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
gracefut	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Alfonsa	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
désespera	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
eussai	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Fanez	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
hargneux	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
sçuë	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
denaissance	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
disputeroient	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Manuela	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
autoritéfuture	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
encoreune	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
heroïne	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
gardéde	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
heroïnes	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Torbellino	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
interessé	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
memorable	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
urgent	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
cetaveu	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
moncompte	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
persévere	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
cedez	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
acceptede	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
très-sincéres	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Cependantayant	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
mandoient	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
suspicion	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
avoirpû	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
auxdeux	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
fonctionde	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
boulversé	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
contigu	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	1	0.9451	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
sert	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
aiété	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
soupçonsqu'il	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
devos	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
excitant	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
honneurque	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
ôteroitma	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
reconciliée	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
lorgneur	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
reconnupour	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
degoût	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
débutois	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
auxafflictions	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
appercevoirde	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
rameneront	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
