Unité	F	f_Gilblas	score_Gilblas	f_LettresPersanes	score_LettresPersanes	f_Cleveland	score_Cleveland	f_ManonLescaut	score_ManonLescaut	f_Sethos	score_Sethos	f_Marquise	score_Marquise	f_Cabinet	score_Cabinet	f_Marianne	score_Marianne	f_Paysanne	score_Paysanne	f_Egarements	score_Egarements	f_MMeLuz	score_MMeLuz	f_Grecque	score_Grecque	f_Confessions	score_Confessions	f_Candide	score_Candide
arrivérent	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	3	2.2324	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
soûmission	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
chèrement	4	2	0.977	0	-0.0788	0	-0.5344	1	0.8852	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	1	1.1308
extinction	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
ilavoit	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Turenne	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
submerger	4	0	-0.2759	1	0.7803	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	2	2.6738
sécheresse	4	0	-0.2759	1	0.7803	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	1	0.5581	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
negre	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
nourrissoient	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
flegmatique	4	2	0.977	2	1.9546	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
prévenoient	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
ternir	4	1	0.3277	0	-0.0788	1	-0.1469	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	1	0.8198	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
decrets	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	3	2.2324	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
observateur	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
conçûs	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
isiaque	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
señora	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
paravent	4	1	0.3277	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	3	4.5656
dontje	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	0	-0.2093	1	0.933	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
éleverent	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
remettant	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	1	0.5581	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Jésus	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	4	4.437	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
apartemens	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
répandoit	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
échafaud	4	1	0.3277	1	0.7803	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	2	2.791	0	-0.0827	0	-0.0417	0	-0.0334
très-propres	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	2	2.27	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
convier	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
san-benito	4	1	0.3277	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	3	4.5656
haïssoient	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
jet	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Rustan	4	0	-0.2759	4	5.4135	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
porte-t	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	1	1.0201	2	1.4864	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	1	1.1308
r'ouvrir	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Narcissa	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
chevelure	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
interressantes	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
maquignon	4	3	1.9481	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	1	0.7608	0	-0.0417	0	-0.0334
jalouser	4	1	0.3277	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	2	2.27	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Destival	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
sous-moucheur	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
affectoient	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
considerai	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
frapant	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
tambour	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	1	1.1308
Muscada	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Llana	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
entreprenoit	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
medecine	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
manichéen	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	4	6.8819
asiatique	4	0	-0.2759	4	5.4135	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
rapporterent	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
suposoit	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
essuyerent	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
destinoient	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
deme	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	0	-0.2093	0	-0.0539	1	1.0201	0	-0.1406	0	-0.2163	1	0.8198	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Cela	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	4	6.8819
tâchoient	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
constellation	4	1	0.3277	0	-0.0788	0	-0.5344	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
obéïs	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
animoient	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
assûrances	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
enterrement	4	2	0.977	2	1.9546	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
minois	4	3	1.9481	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
frontispice	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Aurois	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	1	0.933	0	-0.0436	0	-0.1406	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
pompeux	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
témeraire	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
fiére	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
réjoindre	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
souffle	4	0	-0.2759	0	-0.0788	3	1.2254	1	0.8852	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
neuvième	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	1	1.0201	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
tingitan	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
dévrois	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
coëffure	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	3	2.2324	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
piège	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	1	1.0201	0	-0.1406	0	-0.2163	1	0.8198	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
souriant	4	1	0.3277	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	3	2.7518	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
empoisonné	4	1	0.3277	1	0.7803	2	0.5422	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
insuportables	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	3	2.2324	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
legitimes	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
brun|brune	4	1	0.3277	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	3	2.2324	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
équipée	4	3	1.9481	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	1	0.5581	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
décharné	4	2	0.977	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	1	0.5581	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
empêcherent	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
suposerois	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
continuité	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
roule	4	2	0.977	1	0.7803	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
dénouëment	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
avoüoit	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	3	2.2324	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
aime-t	4	1	0.3277	1	0.7803	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	1	0.5581	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	1	1.1308
dumoins	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
induction	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	2	1.1551	1	0.8198	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Philadelphe	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
chérement	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	2	2.27	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
escarpé	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
caillette	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	4	6.4979	0	-0.0334
presserent	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
transpiration	4	3	1.9481	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	1	0.7608	0	-0.0417	0	-0.0334
enfermoit	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
mineur	4	1	0.3277	3	3.4727	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
spirituellement	4	1	0.3277	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	1	0.5581	1	0.4064	1	0.8198	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
mi	4	2	0.977	1	0.7803	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
écrin	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	2	2.4847	0	-0.0334
redoublemens	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Inésille	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
mécontenter	4	1	0.3277	1	0.7803	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
attrouper	4	1	0.3277	0	-0.0788	2	0.5422	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
renvoy	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
del	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
avanie	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	3	2.7518	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	1	1.1308
broncher	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
indubitablement	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
projeter	4	1	0.3277	1	0.7803	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	1	0.5581	0	-0.2163	0	-0.0713	1	1.1885	0	-0.0827	0	-0.0417	0	-0.0334
charette	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
bru	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	1	0.5581	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
anoblir	4	1	0.3277	0	-0.0788	0	-0.5344	1	0.8852	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	1	0.7608	1	1.0379	0	-0.0334
representoit	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	3	2.2324	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
